user,par,doi,rank,numRevs
Don bright,438,0.041772152,1,1
Don bright,487,0.038372093,2,1
Don bright,489,0.033333333,3,1
Don bright,497,0.02920354,4,1
Don bright,421,0.026086957,5,1
Don bright,423,0.024264706,6,1
Don bright,557,0.022285714,7,1
Don bright,498,0.020121951,8,1
Don bright,512,0.019879518,9,1
Don bright,510,0.019642857,10,1
Don bright,416,0.016783217,11,1
Don bright,501,0.016546763,12,1
Don bright,517,0.01646778,13,1
Don bright,524,0.016312057,14,1
Don bright,419,0.015550756,15,1
Don bright,485,0.015470852,16,1
Don bright,502,0.015164835,17,1
Don bright,471,0.01425486,18,1
Don bright,610,0.013780919,19,1
Don bright,458,0.013721414,20,1
Don bright,468,0.013333333,21,1
Don bright,509,0.013294798,22,1
Don bright,507,0.013294798,23,1
Don bright,508,0.012857143,24,1
Don bright,469,0.012359551,25,1
Don bright,424,0.012224109,26,1
Don bright,417,0.010775862,27,1
Don bright,567,0.0101983,28,1
Don bright,418,0.010182768,29,1
Don bright,673,0,30,1
Don bright,667,0,31,1
Don bright,665,0,32,1
Don bright,660,0,33,1
Don bright,659,0,34,1
Don bright,658,0,35,1
Don bright,657,0,36,1
Don bright,656,0,37,1
Don bright,655,0,38,1
Don bright,654,0,39,1
Don bright,653,0,40,1
Don bright,652,0,41,1
Don bright,651,0,42,1
Don bright,649,0,43,1
Don bright,648,0,44,1
Don bright,647,0,45,1
Don bright,646,0,46,1
Don bright,644,0,47,1
Don bright,643,0,48,1
Don bright,642,0,49,1
Don bright,641,0,50,1
Don bright,640,0,51,1
Don bright,639,0,52,1
Don bright,638,0,53,1
Don bright,637,0,54,1
Don bright,636,0,55,1
Don bright,635,0,56,1
Don bright,462,0,57,1
4.54.210.xxx,438,0.014285714,1,1
4.54.210.xxx,487,0.012244898,2,1
4.54.210.xxx,489,0.009677419,3,1
4.54.210.xxx,557,0.008695652,4,1
4.54.210.xxx,497,0.007894737,5,1
4.54.210.xxx,421,0.005555556,6,1
4.54.210.xxx,423,0.005106383,7,1
4.54.210.xxx,610,0.004878049,8,1
4.54.210.xxx,498,0.004724409,9,1
4.54.210.xxx,512,0.004651163,10,1
4.54.210.xxx,416,0.004591837,11,1
4.54.210.xxx,510,0.004580153,12,1
4.54.210.xxx,419,0.004225352,13,1
4.54.210.xxx,501,0.003947368,14,1
4.54.210.xxx,517,0.003926702,15,1
4.54.210.xxx,524,0.00388601,16,1
4.54.210.xxx,485,0.003667482,17,1
4.54.210.xxx,502,0.003588517,18,1
4.54.210.xxx,508,0.003441683,19,1
4.54.210.xxx,418,0.003292181,20,1
4.54.210.xxx,424,0.00326087,21,1
4.54.210.xxx,417,0.003186646,22,1
4.54.210.xxx,509,0.003112033,23,1
4.54.210.xxx,507,0.003112033,24,1
4.54.210.xxx,567,0.002848101,25,1
4.54.210.xxx,471,0.002816901,26,1
4.54.210.xxx,458,0.002702703,27,1
4.54.210.xxx,468,0.002620087,28,1
4.54.210.xxx,469,0.002414487,29,1
4.54.210.xxx,673,0,30,1
4.54.210.xxx,667,0,31,1
4.54.210.xxx,665,0,32,1
4.54.210.xxx,660,0,33,1
4.54.210.xxx,659,0,34,1
4.54.210.xxx,658,0,35,1
4.54.210.xxx,657,0,36,1
4.54.210.xxx,656,0,37,1
4.54.210.xxx,655,0,38,1
4.54.210.xxx,654,0,39,1
4.54.210.xxx,653,0,40,1
4.54.210.xxx,652,0,41,1
4.54.210.xxx,651,0,42,1
4.54.210.xxx,649,0,43,1
4.54.210.xxx,648,0,44,1
4.54.210.xxx,647,0,45,1
4.54.210.xxx,646,0,46,1
4.54.210.xxx,644,0,47,1
4.54.210.xxx,643,0,48,1
4.54.210.xxx,642,0,49,1
4.54.210.xxx,641,0,50,1
4.54.210.xxx,640,0,51,1
4.54.210.xxx,639,0,52,1
4.54.210.xxx,638,0,53,1
4.54.210.xxx,637,0,54,1
4.54.210.xxx,636,0,55,1
4.54.210.xxx,635,0,56,1
4.54.210.xxx,462,0,57,1
208.144.114.xxx,438,0.014285714,1,1
208.144.114.xxx,487,0.012244898,2,1
208.144.114.xxx,489,0.009677419,3,1
208.144.114.xxx,557,0.008695652,4,1
208.144.114.xxx,497,0.007894737,5,1
208.144.114.xxx,421,0.005555556,6,1
208.144.114.xxx,423,0.005106383,7,1
208.144.114.xxx,610,0.004878049,8,1
208.144.114.xxx,498,0.004724409,9,1
208.144.114.xxx,512,0.004651163,10,1
208.144.114.xxx,416,0.004591837,11,1
208.144.114.xxx,510,0.004580153,12,1
208.144.114.xxx,419,0.004225352,13,1
208.144.114.xxx,501,0.003947368,14,1
208.144.114.xxx,517,0.003926702,15,1
208.144.114.xxx,524,0.00388601,16,1
208.144.114.xxx,485,0.003667482,17,1
208.144.114.xxx,502,0.003588517,18,1
208.144.114.xxx,508,0.003441683,19,1
208.144.114.xxx,418,0.003292181,20,1
208.144.114.xxx,424,0.00326087,21,1
208.144.114.xxx,417,0.003186646,22,1
208.144.114.xxx,509,0.003112033,23,1
208.144.114.xxx,507,0.003112033,24,1
208.144.114.xxx,567,0.002848101,25,1
208.144.114.xxx,471,0.002816901,26,1
208.144.114.xxx,458,0.002702703,27,1
208.144.114.xxx,468,0.002620087,28,1
208.144.114.xxx,469,0.002414487,29,1
208.144.114.xxx,673,0,30,1
208.144.114.xxx,667,0,31,1
208.144.114.xxx,665,0,32,1
208.144.114.xxx,660,0,33,1
208.144.114.xxx,659,0,34,1
208.144.114.xxx,658,0,35,1
208.144.114.xxx,657,0,36,1
208.144.114.xxx,656,0,37,1
208.144.114.xxx,655,0,38,1
208.144.114.xxx,654,0,39,1
208.144.114.xxx,653,0,40,1
